TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate
511,213,106.39,2023-02-13 18:42:09,1,41,466,332,2,2,37,0,281,1,9410.99,2024-11-04 08:10:32
512,220,12.04,2023-11-15 16:08:52,1,13,515,388,52,2,37,1,58,1,6213.32,2024-11-04 08:08:25
513,84,29.38,2023-02-15 16:30:09,0,3,52,108,63,1,28,3,63,1,1663.31,2024-11-04 08:11:08
514,213,319.85,2023-07-26 16:44:22,1,10,567,354,82,0,60,0,148,1,711.66,2024-11-04 08:07:45
515,235,350.14,2023-03-24 18:50:42,0,20,178,179,47,2,75,2,38,1,2403.25,2024-11-04 08:08:40
516,293,163.94,2023-08-03 18:49:37,0,41,339,153,40,1,52,2,73,1,5957.37,2024-11-04 08:09:51
517,454,170.53,2023-02-06 18:59:44,1,28,138,167,88,1,24,3,58,1,801.01,2024-11-04 08:09:49
518,418,262.22,2023-07-13 17:48:24,0,3,5,226,79,0,40,1,136,1,5711.71,2024-11-04 08:12:12
519,428,41.49,2023-04-24 16:47:20,1,0,405,393,26,2,24,3,13,1,928.33,2024-11-04 08:12:03
520,465,121.43,2023-03-21 16:20:33,0,34,238,214,61,1,52,1,243,1,7365.28,2024-11-04 08:07:28
521,455,350.46,2023-12-08 16:16:02,1,26,78,150,22,1,51,2,165,1,5839.38,2024-11-04 08:06:32
522,185,220.41,2023-09-04 16:42:49,0,12,552,89,58,2,26,1,155,1,5116.98,2024-11-04 08:10:04
523,12,33.46,2023-02-20 16:52:03,1,39,592,258,2,0,72,2,111,1,3641.07,2024-11-04 08:09:12
524,339,104.79,2023-08-07 16:06:32,1,10,511,533,38,0,70,0,223,1,1352.19,2024-11-04 08:10:07
525,12,246.27,2023-12-27 16:48:30,1,14,100,122,57,2,29,0,141,1,7299.86,2024-11-04 08:10:57
526,291,48.85,2023-12-08 16:45:12,1,9,620,504,48,0,19,3,176,1,1503.56,2024-11-04 08:07:15
527,189,332.0,2023-04-27 16:27:41,1,5,99,287,37,0,69,2,17,1,5943.13,2024-11-04 08:07:03
528,372,118.1,2023-10-31 16:49:13,1,22,22,33,70,2,54,1,167,1,895.66,2024-11-04 08:09:14
529,202,84.59,2023-04-19 16:54:46,0,19,539,149,3,1,67,0,10,1,5669.1,2024-11-04 08:07:12
530,469,295.64,2023-12-14 17:31:18,1,17,219,211,20,2,21,3,82,1,1061.96,2024-11-04 08:10:41
531,21,514.33,2023-06-02 16:27:08,1,30,460,350,16,1,25,3,160,1,1592.94,2024-11-04 08:12:17
532,356,94.59,2023-12-01 17:04:00,1,42,261,440,84,2,39,0,34,1,6171.89,2024-11-04 08:10:37
533,167,80.43,2023-01-04 16:09:43,1,8,464,165,13,1,59,2,157,1,5987.67,2024-11-04 08:08:18
534,423,54.25,2023-07-31 16:51:50,1,41,340,455,41,2,68,0,37,1,14783.33,2024-11-04 08:08:53
535,142,518.85,2023-10-23 18:37:47,1,18,98,517,37,2,22,3,82,1,1806.0,2024-11-04 08:06:37
536,443,10.65,2023-04-24 16:24:49,1,21,465,410,80,2,54,0,161,1,13240.72,2024-11-04 08:10:21
537,55,198.62,2023-05-15 16:19:14,0,40,362,585,78,1,27,3,84,1,1196.07,2024-11-04 08:06:38
538,420,107.03,2023-03-06 18:27:13,1,24,603,361,37,1,27,3,73,1,1408.07,2024-11-04 08:12:13
539,465,346.11,2023-01-04 17:00:17,1,9,349,86,6,1,41,1,213,1,9551.64,2024-11-04 08:08:03
540,37,138.06,2023-07-25 17:21:53,1,5,183,47,98,1,44,1,159,1,1070.47,2024-11-04 08:06:52
541,269,158.02,2023-09-20 17:09:14,1,27,31,482,25,0,49,1,120,1,9374.24,2024-11-04 08:09:57
542,93,830.01,2023-07-21 16:43:59,0,6,538,450,70,2,66,2,96,1,4253.18,2024-11-04 08:11:27
543,208,435.5,2023-05-15 18:41:05,1,28,444,5,7,0,55,2,112,1,6981.03,2024-11-04 08:09:40
544,181,110.49,2023-10-31 17:06:47,1,33,432,249,67,2,57,0,48,1,10483.93,2024-11-04 08:12:20
545,430,329.4,2023-12-25 16:30:09,1,10,667,15,16,2,34,0,68,1,9588.07,2024-11-04 08:07:55
546,105,635.4,2023-09-19 16:55:00,1,10,1,342,17,0,47,0,106,1,1238.11,2024-11-04 08:11:45
547,200,769.97,2023-02-16 18:56:44,1,36,376,367,57,1,22,3,23,1,1244.93,2024-11-04 08:09:51
548,392,175.07,2023-09-04 17:46:20,1,7,363,133,90,1,26,3,169,1,1040.25,2024-11-04 08:08:15
549,307,7.31,2023-06-26 16:04:11,1,19,59,174,27,1,78,2,282,1,5757.67,2024-11-04 08:07:15
550,222,175.15,2023-11-09 17:02:41,1,11,353,172,89,0,27,3,32,1,1712.65,2024-11-04 08:09:45
551,407,121.82,2023-09-08 18:24:14,1,9,522,419,31,2,60,0,119,1,13293.83,2024-11-04 08:11:30
552,473,56.12,2023-09-13 18:49:55,1,12,414,28,48,0,30,0,102,1,8839.67,2024-11-04 08:09:30
553,76,424.7,2023-01-30 17:37:14,0,24,65,466,31,2,56,2,178,1,6239.89,2024-11-04 08:08:25
554,237,35.16,2023-10-25 17:50:23,1,6,74,282,28,1,32,1,130,1,8459.18,2024-11-04 08:10:34
555,147,35.73,2023-06-12 16:48:03,1,24,668,316,27,1,65,0,87,1,9073.17,2024-11-04 08:11:09
556,82,3.44,2023-01-19 17:24:30,1,13,372,437,3,0,78,2,108,1,7561.33,2024-11-04 08:12:20
557,353,139.03,2023-08-30 18:00:09,0,20,346,133,75,2,50,1,81,1,2276.57,2024-11-04 08:11:29
558,22,254.92,2023-09-18 16:04:06,0,35,86,290,63,0,28,1,169,1,2791.12,2024-11-04 08:07:18
559,360,115.11,2023-05-05 17:34:22,1,0,607,263,10,2,28,1,139,1,9808.97,2024-11-04 08:10:18
560,167,171.11,2023-05-15 16:52:24,1,37,168,465,83,0,57,2,171,1,6324.09,2024-11-04 08:08:40
561,180,420.76,2023-02-23 16:04:35,1,24,316,519,53,1,51,2,76,1,6581.55,2024-11-04 08:08:38
562,216,408.46,2023-03-01 16:17:46,1,33,644,305,57,1,64,2,28,1,3140.79,2024-11-04 08:08:20
563,285,342.17,2023-12-14 16:09:42,0,27,512,566,32,1,21,3,247,1,461.83,2024-11-04 08:08:32
564,419,580.71,2023-09-20 16:37:48,1,30,198,53,45,0,53,1,95,1,5670.0,2024-11-04 08:10:54
565,364,821.54,2023-08-22 18:11:16,0,1,140,259,43,1,79,2,36,1,4040.32,2024-11-04 08:11:57
566,448,253.47,2023-06-14 17:07:08,1,1,371,541,76,1,20,3,238,1,220.51,2024-11-04 08:08:12
567,397,22.81,2023-05-29 17:53:03,1,27,64,538,82,2,62,2,75,1,3634.76,2024-11-04 08:07:59
568,352,266.57,2023-07-03 17:56:59,0,4,57,112,25,2,39,1,96,1,7180.48,2024-11-04 08:07:10
569,291,374.61,2023-08-29 18:30:36,0,23,55,396,78,2,75,2,37,1,1389.71,2024-11-04 08:11:24
570,387,339.35,2023-02-03 16:08:47,0,4,97,287,83,0,78,2,70,1,5002.7,2024-11-04 08:08:17
571,220,810.36,2023-01-17 16:59:03,1,8,376,108,80,0,20,3,67,1,9239.12,2024-11-04 08:07:19
572,480,9.83,2023-07-24 17:04:17,1,22,53,331,3,0,24,3,86,1,666.42,2024-11-04 08:09:03
573,212,135.57,2023-06-14 17:17:34,0,4,219,132,72,1,51,0,116,1,11351.64,2024-11-04 08:11:44
574,270,340.05,2023-10-27 17:26:53,1,11,191,189,37,0,43,1,37,1,7234.15,2024-11-04 08:07:43
575,476,283.45,2023-10-17 17:24:47,1,7,382,78,38,1,27,1,127,1,2049.51,2024-11-04 08:08:51
576,351,100.99,2023-05-29 16:20:29,1,27,449,25,77,0,68,0,114,1,8865.27,2024-11-04 08:09:12
577,25,90.88,2023-02-20 16:48:49,1,0,432,284,70,1,18,3,176,1,3908.47,2024-11-04 08:07:13
578,410,655.15,2023-01-02 16:22:54,1,39,601,28,82,0,26,1,264,1,5587.44,2024-11-04 08:07:15
579,56,320.55,2023-05-01 17:11:47,1,25,529,296,40,2,50,1,118,1,438.75,2024-11-04 08:08:14
580,167,41.51,2023-10-04 16:47:33,1,31,663,172,83,2,28,3,48,1,609.6,2024-11-04 08:11:54
581,257,71.53,2023-10-30 16:49:25,0,17,403,29,29,1,68,2,39,1,2393.73,2024-11-04 08:12:00
582,30,467.13,2023-09-28 17:18:26,0,18,24,184,95,1,54,2,45,1,3914.84,2024-11-04 08:06:58
583,129,235.4,2023-09-26 17:02:25,1,11,139,515,37,1,28,3,70,1,818.36,2024-11-04 08:10:13
584,173,159.32,2023-01-16 18:57:13,1,39,429,408,32,1,18,3,100,1,304.44,2024-11-04 08:10:32
585,137,50.83,2023-12-18 16:06:14,0,30,404,263,75,2,30,0,48,1,9553.42,2024-11-04 08:10:06
586,54,56.89,2023-02-03 18:03:56,0,15,118,388,61,1,59,1,56,1,3034.67,2024-11-04 08:09:52
587,271,20.22,2023-03-10 18:26:19,1,17,121,211,2,0,43,1,138,1,5515.32,2024-11-04 08:06:32
588,441,50.4,2023-03-27 17:02:44,1,35,544,430,78,1,36,0,84,1,1677.01,2024-11-04 08:07:17
589,141,73.88,2023-05-08 17:42:36,1,20,388,92,8,1,53,2,131,1,4055.55,2024-11-04 08:08:11
590,137,119.61,2023-03-14 16:21:01,1,36,100,588,16,0,33,0,53,1,9899.94,2024-11-04 08:07:28
591,420,116.58,2023-08-31 16:38:18,1,33,621,298,37,1,43,1,247,1,2620.74,2024-11-04 08:06:50
592,375,391.96,2023-06-19 16:21:58,1,26,435,71,31,0,64,2,79,1,2174.16,2024-11-04 08:06:47
593,452,156.26,2023-01-02 17:49:44,0,41,132,454,58,1,46,1,160,1,7854.1,2024-11-04 08:09:29
594,13,427.0,2023-07-31 17:04:29,0,28,604,237,64,1,49,1,163,1,8253.65,2024-11-04 08:07:30
595,69,443.68,2023-04-25 18:58:32,1,40,383,173,11,0,18,3,137,1,874.15,2024-11-04 08:10:26
596,52,101.76,2023-02-20 17:27:24,1,30,358,526,70,1,31,0,26,1,6043.25,2024-11-04 08:11:08
597,179,67.57,2023-08-17 16:44:38,1,5,478,194,92,1,37,1,107,1,2766.12,2024-11-04 08:11:15
598,252,326.29,2023-12-06 17:10:35,1,10,180,481,24,2,56,1,179,1,8171.26,2024-11-04 08:10:44
599,5,158.56,2023-02-28 17:28:13,1,34,26,349,86,0,33,0,100,1,5401.21,2024-11-04 08:10:48
600,418,56.02,2023-06-19 17:50:29,1,22,438,541,2,2,27,3,142,1,3548.02,2024-11-04 08:07:58
601,129,288.28,2023-01-17 17:11:24,1,32,125,266,86,2,27,3,36,1,160.83,2024-11-04 08:06:33
602,131,245.67,2023-01-02 18:35:07,0,32,95,385,87,1,24,3,107,1,752.25,2024-11-04 08:07:45
603,355,114.35,2023-11-27 16:16:19,0,12,256,275,24,1,41,1,21,1,469.12,2024-11-04 08:10:13
604,90,373.27,2023-07-18 18:03:03,0,24,88,402,52,2,61,0,79,1,8441.61,2024-11-04 08:06:36
605,47,504.63,2023-11-13 17:07:10,1,32,127,522,67,2,60,1,168,1,3806.16,2024-11-04 08:07:50
606,318,820.15,2023-12-18 16:33:01,1,18,272,82,92,1,47,0,181,1,8802.97,2024-11-04 08:10:34
607,490,8.37,2023-01-12 16:21:27,1,7,408,120,10,0,63,2,135,1,1106.34,2024-11-04 08:11:23
608,128,197.49,2023-07-03 16:36:45,0,14,624,201,6,2,53,2,30,1,5005.33,2024-11-04 08:06:40
609,32,637.97,2023-10-23 17:17:18,1,27,621,16,65,1,58,2,90,1,7949.03,2024-11-04 08:07:56
610,281,13.52,2023-05-15 16:51:28,1,39,562,201,0,0,26,3,65,1,259.77,2024-11-04 08:06:30
611,228,432.1,2023-03-20 16:28:17,1,37,256,236,47,0,49,1,240,1,2114.3,2024-11-04 08:10:16
612,134,642.68,2023-02-17 16:57:11,1,14,260,466,33,1,50,0,94,1,8461.46,2024-11-04 08:08:38
613,99,78.44,2023-11-21 17:25:30,0,38,458,401,32,2,52,2,292,1,6870.84,2024-11-04 08:10:39
614,323,139.72,2023-01-16 17:53:00,1,22,496,355,32,1,49,1,201,1,5058.83,2024-11-04 08:08:24
615,350,499.99,2023-08-02 16:01:17,1,38,98,563,45,1,31,1,296,1,8885.0,2024-11-04 08:09:05
616,307,10.07,2023-01-17 16:47:41,1,0,474,366,28,2,24,3,49,1,530.81,2024-11-04 08:08:57
617,237,120.62,2023-02-27 16:37:11,1,33,23,93,86,0,23,3,85,1,9379.53,2024-11-04 08:06:39
618,121,578.49,2023-10-16 17:46:51,1,26,446,279,31,1,59,2,180,1,6475.13,2024-11-04 08:06:50
619,364,280.92,2024-01-01 18:21:50,1,31,308,69,47,2,41,0,168,1,5298.85,2024-11-04 08:06:41
620,325,42.42,2023-06-01 17:19:57,1,34,67,487,41,2,21,3,102,1,490.57,2024-11-04 08:09:11
621,215,77.03,2023-06-19 16:57:53,1,14,656,71,29,0,67,0,259,1,11310.27,2024-11-04 08:08:06
622,431,22.59,2023-03-27 16:12:36,1,39,47,43,59,0,62,2,45,1,3988.75,2024-11-04 08:08:22
623,282,568.76,2023-10-09 16:48:50,1,3,215,491,96,0,51,2,155,1,7484.32,2024-11-04 08:12:09
624,459,105.94,2023-08-07 16:02:55,1,28,512,175,73,1,51,1,207,1,5963.1,2024-11-04 08:09:59
625,426,350.15,2023-11-27 16:18:25,0,14,228,28,51,0,21,3,195,1,296.47,2024-11-04 08:08:37
626,490,183.67,2023-06-26 16:11:29,1,36,182,523,84,2,19,3,238,1,910.26,2024-11-04 08:11:05
627,25,278.27,2023-04-10 16:47:55,1,40,139,556,26,1,29,0,123,1,6684.34,2024-11-04 08:09:58
628,272,470.3,2023-09-12 18:46:45,1,2,670,424,90,0,40,0,88,1,8524.09,2024-11-04 08:08:00
629,114,261.69,2023-11-27 17:29:25,1,30,115,288,41,0,53,2,84,1,5126.65,2024-11-04 08:09:09
630,361,365.04,2023-03-06 16:29:57,1,41,226,554,2,1,22,3,94,1,873.89,2024-11-04 08:12:08
631,29,211.1,2023-09-14 16:58:48,1,24,628,261,69,1,57,2,136,1,7059.77,2024-11-04 08:07:01
632,109,21.49,2023-05-04 16:51:17,1,10,106,485,49,0,58,0,240,1,11991.24,2024-11-04 08:08:08
633,217,63.58,2023-09-11 17:43:14,1,8,80,188,92,0,18,3,199,1,8086.04,2024-11-04 08:11:56
634,290,321.86,2023-07-24 16:25:51,1,35,533,116,4,0,63,0,167,1,12626.49,2024-11-04 08:06:35
635,135,12.11,2023-12-12 16:17:27,1,17,555,469,37,1,75,2,127,1,1730.28,2024-11-04 08:07:10
636,3,642.54,2023-05-10 18:49:20,1,25,638,198,24,1,44,1,28,1,3143.17,2024-11-04 08:10:37
637,436,210.45,2023-12-11 16:47:05,1,19,527,122,10,0,27,3,146,1,1242.49,2024-11-04 08:06:24
638,198,313.65,2023-01-30 16:08:07,0,6,279,471,16,1,55,2,173,1,1886.36,2024-11-04 08:10:49
639,456,99.76,2023-08-07 16:21:37,1,34,481,409,38,1,26,3,131,1,416.89,2024-11-04 08:06:26
640,384,115.32,2023-07-25 17:24:07,1,10,638,333,74,1,53,2,113,1,5929.08,2024-11-04 08:08:36
641,292,33.61,2023-08-21 17:25:00,1,25,114,119,13,2,23,3,72,1,479.08,2024-11-04 08:08:40
642,170,498.59,2023-01-30 16:20:26,0,28,581,574,31,2,33,0,32,1,5862.99,2024-11-04 08:06:58
643,376,98.81,2023-09-04 16:48:13,1,37,413,411,46,1,27,3,91,1,797.1,2024-11-04 08:08:11
644,172,1.87,2023-10-20 18:34:41,1,42,161,386,13,0,65,2,147,1,7287.94,2024-11-04 08:09:48
645,33,78.92,2023-06-15 18:57:42,0,17,116,143,74,2,59,1,95,1,5624.86,2024-11-04 08:08:28
646,216,194.29,2023-01-23 16:05:42,0,39,296,176,58,1,39,1,10,1,2988.41,2024-11-04 08:08:57
647,410,28.73,2023-10-31 16:11:57,1,18,367,577,15,0,53,1,185,1,2712.96,2024-11-04 08:08:37
648,461,105.53,2023-06-16 16:36:20,1,7,2,461,25,2,24,3,88,1,1433.66,2024-11-04 08:10:14
649,459,737.34,2023-03-20 17:45:22,1,24,40,571,5,2,30,0,34,1,7336.56,2024-11-04 08:08:06
650,100,237.86,2023-02-06 17:48:39,1,30,265,96,43,0,18,3,210,1,475.63,2024-11-04 08:10:20
651,117,409.61,2023-07-26 16:05:48,1,18,593,287,23,1,65,0,89,1,11698.15,2024-11-04 08:10:16
652,412,75.53,2023-08-21 17:36:05,0,14,574,463,8,2,21,3,157,1,1034.35,2024-11-04 08:07:11
653,232,72.75,2023-05-01 16:30:03,1,31,396,18,66,0,64,0,15,1,12042.79,2024-11-04 08:07:19
654,274,39.11,2023-09-01 18:05:37,1,8,235,283,51,2,26,3,143,1,518.54,2024-11-04 08:08:27
655,41,729.38,2023-11-14 17:23:43,1,20,426,588,92,0,68,0,90,1,9127.65,2024-11-04 08:08:16
656,11,137.49,2023-07-26 16:54:08,1,13,156,428,39,0,34,1,50,1,4471.05,2024-11-04 08:07:04
657,239,504.71,2023-04-10 18:27:51,1,11,8,368,59,2,29,1,61,1,6214.54,2024-11-04 08:08:37
658,389,371.47,2023-05-30 16:15:10,0,25,636,393,96,1,24,3,58,1,1187.04,2024-11-04 08:07:09
659,248,430.35,2023-02-20 17:23:03,1,5,94,347,6,2,36,0,205,1,354.9,2024-11-04 08:10:51
660,388,230.32,2023-05-15 18:15:33,1,19,263,446,14,1,35,1,56,1,791.46,2024-11-04 08:08:34
661,451,121.71,2023-09-05 17:02:23,1,6,649,521,14,0,52,2,140,1,5878.89,2024-11-04 08:11:23
662,44,98.87,2023-01-03 17:51:07,1,11,57,354,59,2,20,3,179,1,533.2,2024-11-04 08:06:58
663,10,117.55,2023-05-19 16:35:07,1,14,86,414,45,0,24,3,35,1,897.94,2024-11-04 08:11:13
664,43,244.64,2023-02-21 18:41:39,1,40,168,503,71,1,30,0,103,1,9159.56,2024-11-04 08:06:53
665,178,321.93,2023-12-04 18:27:11,1,26,82,435,91,0,45,1,12,1,4392.73,2024-11-04 08:07:51
666,283,283.23,2023-02-06 16:48:45,1,12,670,130,60,2,40,1,98,1,2008.77,2024-11-04 08:07:38
667,13,346.65,2024-01-01 16:17:13,1,42,76,429,61,2,30,1,60,1,6356.96,2024-11-04 08:06:58
668,151,381.62,2023-01-27 16:40:28,1,19,645,248,96,2,64,2,164,1,6009.12,2024-11-04 08:11:46
669,162,388.65,2023-02-21 16:02:33,1,28,275,421,64,0,76,2,43,1,7896.85,2024-11-04 08:08:15
670,157,29.22,2023-07-06 18:16:05,1,35,415,431,67,0,24,3,151,1,1649.43,2024-11-04 08:09:03
671,354,46.75,2023-07-31 17:37:31,1,7,451,284,77,1,67,2,150,1,2840.43,2024-11-04 08:09:20
672,321,348.64,2023-06-09 17:12:09,1,38,215,93,97,2,57,2,128,1,3274.96,2024-11-04 08:11:22
673,108,319.17,2023-01-11 16:58:02,1,40,427,510,87,2,73,2,81,1,6501.56,2024-11-04 08:08:49
674,108,73.95,2023-11-03 16:39:45,1,18,324,479,11,0,26,3,76,1,363.92,2024-11-04 08:07:22
675,252,389.63,2023-02-16 16:20:06,1,23,620,154,99,2,27,1,99,1,9748.48,2024-11-04 08:08:55
676,143,217.61,2023-03-16 17:36:31,1,6,168,345,24,0,19,3,45,1,1404.53,2024-11-04 08:10:08
677,449,199.84,2023-01-16 16:01:34,1,9,317,441,81,0,21,3,150,1,706.44,2024-11-04 08:09:14
678,277,56.35,2023-02-09 16:09:00,1,5,258,198,32,0,44,0,75,1,5095.73,2024-11-04 08:07:36
679,43,248.95,2023-06-16 16:19:35,0,37,437,411,67,1,65,2,29,1,3059.79,2024-11-04 08:09:32
680,384,142.58,2023-06-19 16:20:51,1,35,622,108,47,0,33,1,145,1,7844.23,2024-11-04 08:06:46
681,152,333.78,2023-11-30 17:53:48,1,36,427,449,56,0,60,2,98,1,6810.94,2024-11-04 08:07:50
682,187,332.59,2023-07-13 17:50:13,1,35,159,196,59,2,55,2,143,1,1457.07,2024-11-04 08:09:05
683,154,236.81,2023-10-26 16:59:55,1,28,265,254,12,1,22,3,15,1,813.68,2024-11-04 08:07:18
684,4,417.8,2023-06-26 16:21:14,0,30,605,449,65,1,27,3,130,1,1518.82,2024-11-04 08:09:17
685,124,319.27,2023-08-07 16:54:58,1,35,168,334,51,0,50,0,150,1,10269.78,2024-11-04 08:12:18
686,198,384.1,2023-05-24 18:32:58,1,11,477,293,3,1,42,1,172,1,672.79,2024-11-04 08:11:42
687,163,820.62,2023-03-03 17:18:59,0,14,597,440,83,1,61,0,158,1,6024.8,2024-11-04 08:07:28
688,414,474.77,2023-12-25 16:28:20,0,16,45,15,72,2,56,1,50,1,2158.59,2024-11-04 08:08:36
689,324,542.72,2023-09-04 18:37:57,0,16,551,398,99,1,43,0,92,1,6011.8,2024-11-04 08:08:53
690,35,79.8,2023-12-22 17:17:34,1,13,459,256,69,0,73,2,76,1,6372.58,2024-11-04 08:06:48
691,288,46.24,2023-03-13 16:05:46,1,36,568,532,42,1,57,1,52,1,2569.56,2024-11-04 08:07:24
692,475,327.8,2023-11-23 17:44:29,1,37,497,564,53,0,61,0,54,1,10585.48,2024-11-04 08:09:18
693,229,445.79,2023-07-07 17:19:39,1,19,297,320,51,0,52,0,161,1,717.99,2024-11-04 08:12:05
694,230,55.89,2023-08-17 16:54:30,1,14,444,224,25,2,72,2,150,1,3689.65,2024-11-04 08:11:33
695,319,158.41,2023-02-09 16:28:58,1,34,120,252,12,1,28,3,16,1,1512.16,2024-11-04 08:10:03
696,28,101.19,2023-11-29 18:38:41,0,10,504,532,32,2,64,0,75,1,14389.45,2024-11-04 08:09:44
697,139,61.97,2023-05-22 18:45:23,1,31,467,6,55,0,74,2,95,1,7014.69,2024-11-04 08:10:47
698,59,27.21,2023-06-14 16:34:54,1,38,675,378,49,0,79,2,102,1,3520.61,2024-11-04 08:06:49
699,90,173.74,2023-09-08 17:48:22,1,15,125,180,73,2,80,2,64,1,4913.42,2024-11-04 08:11:52
700,348,176.11,2023-08-10 16:48:55,1,38,545,554,90,1,38,1,105,1,9155.35,2024-11-04 08:10:30
701,352,88.4,2023-11-10 18:02:07,1,13,110,38,64,2,46,1,174,1,2567.53,2024-11-04 08:09:41
702,76,567.92,2023-06-20 16:27:07,1,8,345,337,41,2,53,2,14,1,3779.47,2024-11-04 08:12:12
703,12,138.11,2023-12-11 17:29:02,0,31,221,298,0,2,68,2,104,1,4177.65,2024-11-04 08:07:04
704,29,456.93,2023-09-26 16:18:33,0,41,565,341,5,1,28,1,193,1,7284.76,2024-11-04 08:09:29
705,72,101.42,2023-04-25 17:00:15,1,1,190,40,35,2,66,2,146,1,6530.59,2024-11-04 08:12:22
706,393,300.61,2023-05-01 17:21:46,1,12,84,194,5,2,44,0,51,1,7895.54,2024-11-04 08:11:56
707,318,265.94,2023-06-05 16:11:07,1,4,559,22,84,2,54,1,132,1,6781.3,2024-11-04 08:06:37
708,105,345.54,2023-01-24 16:05:40,1,36,53,342,49,2,29,1,50,1,2091.78,2024-11-04 08:11:09
709,208,411.52,2023-01-10 17:40:16,1,20,474,457,22,0,41,0,88,1,11108.39,2024-11-04 08:09:13
710,292,111.21,2023-08-21 18:36:41,1,32,384,343,75,1,35,0,111,1,9088.36,2024-11-04 08:12:12
711,100,316.37,2023-08-28 17:34:17,1,7,576,351,87,0,53,1,86,1,4671.69,2024-11-04 08:08:00
712,193,260.63,2023-12-20 18:58:27,1,13,543,404,4,1,37,1,142,1,7534.73,2024-11-04 08:08:49
713,337,92.36,2023-03-27 16:48:34,1,9,575,383,91,0,29,1,144,1,6353.14,2024-11-04 08:07:55
714,26,262.06,2023-09-11 16:09:15,1,28,391,432,28,1,63,0,118,1,13587.52,2024-11-04 08:10:23
715,334,64.5,2023-08-17 18:32:19,1,10,75,231,61,0,74,2,230,1,1351.24,2024-11-04 08:08:31
716,419,175.94,2023-06-05 16:16:13,1,16,421,439,43,0,57,2,89,1,3728.04,2024-11-04 08:07:11
717,159,199.47,2023-08-14 16:26:38,1,11,563,546,40,2,57,0,142,1,6067.44,2024-11-04 08:07:22
718,411,51.07,2023-01-23 18:06:58,1,9,112,185,16,1,63,2,133,1,4292.16,2024-11-04 08:12:12
719,205,435.86,2023-12-29 17:17:48,1,17,453,133,74,0,56,2,134,1,3801.82,2024-11-04 08:09:18
720,299,74.73,2023-01-30 17:17:38,0,17,545,567,8,1,64,2,162,1,6353.22,2024-11-04 08:08:26
721,164,182.79,2023-10-25 16:21:15,0,21,479,403,12,2,23,3,14,1,1251.85,2024-11-04 08:06:54
722,274,628.36,2023-01-20 16:09:37,1,2,398,283,4,2,44,0,108,1,11869.71,2024-11-04 08:07:32
723,112,268.39,2023-02-21 18:13:02,1,35,218,538,20,2,29,0,177,1,9409.43,2024-11-04 08:11:45
724,405,362.27,2023-05-11 16:36:38,1,17,72,505,50,0,80,2,47,1,6003.59,2024-11-04 08:07:35
725,374,560.15,2023-08-14 18:01:36,0,22,473,574,58,2,50,1,92,1,817.83,2024-11-04 08:10:51
726,199,132.36,2023-03-13 17:01:57,1,7,198,423,93,1,28,3,160,1,319.65,2024-11-04 08:10:05
727,51,24.77,2023-11-01 16:55:58,0,26,432,363,1,2,40,1,17,1,478.23,2024-11-04 08:07:20
728,416,80.24,2023-05-19 17:28:42,0,27,581,265,15,1,53,0,58,1,8012.81,2024-11-04 08:12:13
729,81,8.65,2023-11-20 16:28:19,1,23,103,347,59,0,68,2,198,1,4201.22,2024-11-04 08:11:35
730,123,178.91,2023-03-15 16:37:04,1,29,40,402,34,0,18,3,19,1,8870.89,2024-11-04 08:07:06
731,223,115.22,2023-12-08 17:05:33,1,37,181,519,62,1,27,1,108,1,906.2,2024-11-04 08:09:07
732,287,161.63,2023-12-25 16:32:44,1,38,601,398,76,2,46,0,276,1,9286.37,2024-11-04 08:08:21
733,314,542.75,2023-12-07 18:28:50,0,26,616,543,44,1,70,2,63,1,2224.08,2024-11-04 08:08:27
734,425,317.47,2023-05-01 17:31:34,0,34,59,61,82,2,67,0,16,1,14639.28,2024-11-04 08:07:58
735,359,280.99,2023-02-20 18:03:01,1,15,358,28,95,1,45,1,29,1,9733.59,2024-11-04 08:07:24
736,48,24.19,2023-02-08 17:33:08,1,36,97,244,60,0,29,1,28,1,2756.2,2024-11-04 08:07:26
737,127,586.85,2023-08-15 16:57:27,1,23,495,247,13,0,36,0,86,1,6655.15,2024-11-04 08:12:18
738,360,372.41,2023-06-19 18:12:16,1,36,349,338,87,0,55,2,143,1,3233.87,2024-11-04 08:06:34
739,446,63.17,2023-07-25 18:28:57,1,14,622,45,38,0,20,3,148,1,1676.57,2024-11-04 08:07:18
740,334,383.69,2023-10-31 17:06:08,1,7,131,24,63,2,54,1,285,1,8371.11,2024-11-04 08:10:03
741,383,247.17,2023-05-22 17:58:55,0,6,80,468,95,1,65,2,149,1,2611.64,2024-11-04 08:07:43
742,185,48.78,2023-08-11 16:43:41,0,18,70,39,5,1,18,3,136,1,552.06,2024-11-04 08:10:11
743,37,4.15,2023-10-19 16:34:39,0,29,208,196,18,1,60,2,119,1,6017.36,2024-11-04 08:09:48
744,314,60.99,2023-08-01 17:14:17,1,28,626,451,36,1,34,1,58,1,7281.46,2024-11-04 08:07:51
745,75,408.19,2023-12-15 16:48:08,1,23,354,260,37,1,26,1,241,1,6847.47,2024-11-04 08:08:29
746,129,524.6,2023-04-07 17:37:34,1,12,570,432,1,1,58,0,76,1,13017.7,2024-11-04 08:09:46
